_Language,English,Simplified Chinese,,Language name - in English
GMStdIfKeyPressed_Story_2,"If ${key} is pressed on ${applyto}",“如果在${applyto}上按下${key}”,,dnd story text
GMStdIfKeyPressed_Story_3,"If ${key} is not pressed",“如果未按${key}”,,dnd story text
GMStdIfKeyPressed_Story_4,"If ${key} is not pressed on ${applyto}",“如果未在${applyto}上按${key}”,,dnd story text
GMStdIfKeyDown_Story_1,"If ${key} is down",“如果${key}已关闭”,,dnd story text
GMStdIfKeyDown_Story_2,"If ${key} is down on ${applyto}",“如果${key}在${applyto}上关闭”,,dnd story text
GMStdIfKeyDown_Story_3,"If ${key} is not down",“如果${key}未关闭”,,dnd story text
GMStdIfKeyDown_Story_4,"If ${key} is not down on ${applyto}",“如果${key}在${applyto}上未关闭”,,dnd story text
GMStdIfKeyUp_Story_1,"If ${key} is released",“如果释放${key}”,,dnd story text
GMStdIfKeyUp_Story_2,"If ${key} is released on ${applyto}",“如果${key}在${applyto}上释放”,,dnd story text
GMStdIfKeyUp_Story_3,"If ${key} is not released",“如果${key}未释放”,,dnd story text
GMStdIfKeyUp_Story_4,"If ${key} is not released on ${applyto}",“如果${key}未在${applyto}上释放”,,dnd story text
GMStdVKeyShow_Story_1,"Show virtual keyboard with ${keyboard_type}",“显示具有${KEYBLE_TYPE}的虚拟键盘”,,dnd story text
GMStdVKeyShow_Story_2,"Show virtual keyboard with ${keyboard_type} on ${applyto}",“在${applyto}上显示${keyboard_type}的虚拟键盘”,,dnd story text
GMStdVKeyHide_Story,"Hide virtual keyboard",“隐藏虚拟键盘”,,dnd story text
GMStdVKeyHeight_Story_1,"Get virtual keyboard height into ${target}",“将虚拟键盘高度设置为${target}”,,dnd story text
GMStdVKeyHeight_Story_2,"Get virtual keyboard height into temp ${target}",“将虚拟键盘高度获取到临时${target}”,,dnd story text
GMStdVKeyStatus_Story_1,"If virtual keyboard is showing",“如果显示虚拟键盘”,,dnd story text
GMStdVKeyStatus_Story_2,"If virtual keyboard is showing on ${applyto}",“如果${applyto}上显示虚拟键盘”,,dnd story text
GMStdVKeyStatus_Story_3,"If virtual keyboard is showing into ${target}",“如果虚拟键盘显示在${target}中”,,dnd story text
GMStdVKeyStatus_Story_4,"If virtual keyboard is showing into ${target} on ${applyto}",“如果虚拟键盘显示在${applyto}上的${target}中”,,dnd story text
GMStdVKeyStatus_Story_5,"If virtual keyboard is showing into temp ${target}",“如果虚拟键盘显示在临时${target}中”,,dnd story text
GMStdVKeyStatus_Story_6,"If virtual keyboard is showing into temp ${target} on ${applyto}",“如果虚拟键盘显示在${applyto}上的临时${target}中”,,dnd story text
GMStdVKeyStatus_Story_7,"If virtual keyboard is not showing",“如果虚拟键盘未显示”,,dnd story text
GMStdVKeyStatus_Story_8,"If virtual keyboard is not showing on ${applyto}",“如果${applyto}上没有显示虚拟键盘”,,dnd story text
GMStdVKeyStatus_Story_9,"If virtual keyboard is not showing into ${target}",“如果虚拟键盘未显示在${target}中”,,dnd story text
GMStdVKeyStatus_Story_10,"If virtual keyboard is not showing into ${target} on ${applyto}",“如果虚拟键盘未显示到${applyto}上的${target}中”,,dnd story text
GMStdVKeyStatus_Story_11,"If virtual keyboard is not showing into temp ${target}",“如果虚拟键盘未显示到临时${target}”,,dnd story text
GMStdVKeyStatus_Story_12,"If virtual keyboard is not showing into temp ${target} on ${applyto}",“如果虚拟键盘未显示到${applyto}上的临时${target}中”,,dnd story text
GMStdGPAxis_Story_1,"Get ${axis} axis value on gamepad ${gp} into ${var}",“将游戏面板${GP}上的${AXIS}轴值获取到${var}”,,dnd story text
GMStdGPAxis_Story_2,"Get ${axis} axis value on gamepad ${gp} into ${var} on ${applyto}",“将游戏面板${GP}上的${axis}轴值获取到${applyto}上的${var}”,,dnd story text
GMStdGPAxis_Story_3,"Get ${axis} axis value on gamepad ${gp} into temp ${var}",“将游戏面板${GP}上的${AXIS}轴值获取到临时${var}”,,dnd story text
GMStdGPAxis_Story_4,"Get ${axis} axis value on gamepad ${gp} into temp ${var} on ${applyto}",“将游戏面板${GP}上的${axis}轴值获取到${applyto}上的临时${var}中”,,dnd story text
GMStdGPTrigger_Story_1,"Get ${trigger} value on gamepad ${gp} into ${var}",“将游戏面板${GP}上的${TRIGGER}值获取到${var}”,,dnd story text
GMStdGPTrigger_Story_2,"Get ${trigger} value on gamepad ${gp} into ${var} on ${applyto}",“将游戏面板${GP}上的${TRIGGER}值获取到${applyto}上的${var}”,,dnd story text
GMStdGPTrigger_Story_3,"Get ${trigger} value on gamepad ${gp} into temp ${var}",“将游戏面板${GP}上的${TRIGGER}值获取到临时${var}”,,dnd story text
GMStdGPTrigger_Story_4,"Get ${trigger} value on gamepad ${gp} into temp ${var} on ${applyto}",“将游戏面板${GP}上的${TRIGGER}值获取到${applyto}上的临时${var}中”,,dnd story text
GMStdGpDeviceC_Story_1,"Get gamepad device count into ${var}",“将游戏手柄设备计数计入${var}”,,dnd story text
GMStdGpDeviceC_Story_2,"Get gamepad device count into ${var} on ${applyto}",“在${applyto}上将游戏手柄设备计数计入${var}”,,dnd story text
GMStdGpDeviceC_Story_3,"Get gamepad device count into temp ${var}",“将游戏手柄设备计数获取到临时${var}”,,dnd story text
GMStdGpDeviceC_Story_4,"Get gamepad device count into temp ${var} on ${applyto}",“将游戏手柄设备计数放入${applyto}上的临时${var}”,,dnd story text
GMStdGPConnc_Story_1,"Get whether gamepad ${gp} is connected into ${var}",“获取游戏手柄${gp}是否连接到${var}”,,dnd story text
GMStdGPConnc_Story_2,"Get whether gamepad ${gp} is connected into ${var} on ${applyto}",“获取游戏面板${GP}是否连接到${applyto}上的${var}”,,dnd story text
GMStdGPConnc_Story_3,"Get whether gamepad ${gp} is connected into temp ${var}",“获取游戏手柄${GP}是否连接到临时${var}”,,dnd story text
GMStdGPConnc_Story_4,"Get whether gamepad ${gp} is connected into temp ${var} on ${applyto}",“获取游戏手柄${GP}是否连接到${applyto}上的临时${var}”,,dnd story text
GMStdGPDeadzone_Story_1,"Set deadzone of gamepad ${gp} to ${deadzone}",“将游戏手柄${GP}的死区设置为${Deadzone}”,,dnd story text
GMStdGPDeadzone_Story_2,"Set deadzone of gamepad ${gp} to ${deadzone} on ${applyto}",“在${applyto}上将游戏手柄${GP}的死区设置为${Deadzone}”,,dnd story text
GMStdGPThreshold_Story_1,"Set button threshold of gamepad ${gp} to ${threshold}",“将游戏面板${GP}的按钮阈值设置为${Threshold}”,,dnd story text
GMStdGPThreshold_Story_2,"Set button threshold of gamepad ${gp} to ${threshold} on ${applyto}",“在${applyto}上将游戏面板${GP}的按钮阈值设置为${Threshold}”,,dnd story text
GMStdIfGPDown_Story_1,"If ${btn} on gamepad ${gp} is down",“如果游戏面板${GP}上的${btn}已关闭”,,dnd story text
GMStdIfGPDown_Story_2,"If ${btn} on gamepad ${gp} is down on ${applyto}",“如果游戏面板${GP}上的${btn}在${applyto}上关闭”,,dnd story text
GMStdIfGPDown_Story_3,"If ${btn} on gamepad ${gp} is not down",“如果游戏面板${GP}上的${btn}未关闭”,,dnd story text
GMStdIfGPDown_Story_4,"If ${btn} on gamepad ${gp} is not down on ${applyto}",“如果游戏面板${GP}上的${btn}未在${applyto}上关闭”,,dnd story text
GMStdIfGPPressed_Story_1,"If ${btn} on gamepad ${gp} is pressed",“如果按下游戏面板${GP}上的${btn}”,,dnd story text
GMStdIfGPPressed_Story_2,"If ${btn} on gamepad ${gp} is pressed on ${applyto}",“如果在${applyto}上按下游戏面板${GP}上的${btn}”,,dnd story text
GMStdIfGPPressed_Story_3,"If ${btn} on gamepad ${gp} is not pressed",“如果未按下游戏面板${GP}上的${btn}”,,dnd story text
GMStdIfGPPressed_Story_4,"If ${btn} on gamepad ${gp} is not pressed on ${applyto}",“如果未在${applyto}上按游戏面板${GP}上的${btn}”,,dnd story text
GMStdIfGPUp_Story_1,"If ${btn} on gamepad ${gp} is released",“如果游戏面板${GP}上的${btn}被释放”,,dnd story text
GMStdIfGPUp_Story_2,"If ${btn} on gamepad ${gp} is released on ${applyto}",“如果游戏面板${GP}上的${btn}在${applyto}上释放”,,dnd story text
GMStdIfGPUp_Story_3,"If ${btn} on gamepad ${gp} is not released",“如果游戏面板${GP}上的${btn}未释放”,,dnd story text
GMStdIfGPUp_Story_4,"If ${btn} on gamepad ${gp} is not released on ${applyto}",“如果游戏面板${GP}上的${btn}未在${applyto}上释放”,,dnd story text
GMStdDirFixed_Story_1,"Stop movement",“停止移动”,,dnd story text
GMStdDirFixed_Story_2,"Stop movement on ${applyto}",“停止${applyto}上的移动”,,dnd story text
GMStdDirFixed_Story_3,"Set direction to ${direction}",“将方向设置为${direction}”,,dnd story text
GMStdDirFixed_Story_4,"Set direction to ${direction} on ${applyto}",“将方向设置为${applyto}上的${direction}”,,dnd story text
GMStdDirFree_Story_1,"Add ${direction} to direction",“将${direction}添加到方向”,,dnd story text
GMStdDirFree_Story_2,"Add ${direction} to direction on ${applyto}",“将${direction}添加到${applyto}上的方向”,,dnd story text
GMStdDirPoint_Story_1,"Set direction towards ${dnd_position}",“设置朝向${DND_POSITION}的方向”,,dnd story text
GMStdDirPoint_Story_2,"Set direction towards ${dnd_position} on ${applyto}",“将方向设置为${applyto}上的${DND_POSITION}”,,dnd story text
GMStdDirRandom_Story_1,"Set random direction from ${direction}",“从${direction}设置随机方向”,,dnd story text
GMStdDirRandom_Story_2,"Set random direction from ${direction} on ${applyto}",“从${applyto}上的${direction}设置随机方向”,,dnd story text
GMStdSpeed_Story_1,"Add ${speed} to speed",“将${SPEED}添加到SPEED”,,dnd story text
GMStdSpeed_Story_2,"Add ${speed} to speed on ${applyto}",“添加${SPEED}以在${applyto}上加速”,,dnd story text
GMStdSpeed_Story_3,"Set speed to ${speed}",“将速度设置为${SPEED}”,,dnd story text
GMStdSpeed_Story_4,"Set speed to ${speed} on ${applyto}",“在${applyto}上将速度设置为${SPEED}”,,dnd story text
GMStdSpeed_Story_5,"Add ${speed} to horizontal speed",“将${SPEED}添加到水平速度”,,dnd story text
GMStdSpeed_Story_6,"Add ${speed} to horizontal speed on ${applyto}",“将${SPEED}添加到${applyto}上的水平速度”,,dnd story text
GMStdSpeed_Story_7,"Set horizontal speed to ${speed}",“将水平速度设置为${SPEED}”,,dnd story text
GMStdSpeed_Story_8,"Set horizontal speed to ${speed} on ${applyto}",“在${applyto}上将水平速度设置为${SPEED}”,,dnd story text
GMStdSpeed_Story_9,"Add ${speed} to vertical speed",“将${SPEED}添加到垂直速度”,,dnd story text
GMStdSpeed_Story_10,"Add ${speed} to vertical speed on ${applyto}",“将${SPEED}添加到${applyto}上的垂直速度”,,dnd story text
GMStdSpeed_Story_11,"Set vertical speed to ${speed}",“将垂直速度设置为${SPEED}”,,dnd story text
GMStdSpeed_Story_12,"Set vertical speed to ${speed} on ${applyto}",“在${applyto}上将垂直速度设置为${SPEED}”,,dnd story text
GMStdGravDir_Story_1,"Add ${direction} to gravity direction",“将${direction}添加到重力方向”,,dnd story text
GMStdGravDir_Story_2,"Add ${direction} to gravity direction on ${applyto}",“将${direction}添加到${applyto}上的重力方向”,,dnd story text
GMStdGravDir_Story_3,"Set gravity direction to ${direction}",“将重力方向设置为${direction}”,,dnd story text
GMStdGravDir_Story_4,"Set gravity direction to ${direction} on ${applyto}",“在${applyto}上将重力方向设置为${direction}”,,dnd story text
GMStdGravForce_Story_1,"Add ${force} to gravity force",“将${force}添加到重力”,,dnd story text
GMStdGravForce_Story_2,"Add ${force} to gravity force on ${applyto}",“将${force}添加到${applyto}上的重力”,,dnd story text
GMStdGravForce_Story_3,"Set gravity force to ${force}",“将重力设置为${force}”,,dnd story text
GMStdGravForce_Story_4,"Set gravity force to ${force} on ${applyto}",“在${applyto}上将重力设置为${force}”,,dnd story text
GMStdReverse_Story_1,"Reverse direction",“反向”,,dnd story text
GMStdReverse_Story_2,"Reverse direction on ${applyto}",“${applyto}上的反向”,,dnd story text
GMStdReverse_Story_3,"Reverse horizontal speed",“反向水平速度”,,dnd story text
GMStdReverse_Story_4,"Reverse horizontal speed on ${applyto}",“在${applyto}上反向水平速度”,,dnd story text
GMStdReverse_Story_5,"Reverse vertical speed",“反向垂直速度”,,dnd story text
GMStdReverse_Story_6,"Reverse vertical speed on ${applyto}",“${applyto}上的反向垂直速度”,,dnd story text
GMStdReverse_Story_7,"Reverse gravitational direction",“反转引力方向”,,dnd story text
GMStdReverse_Story_8,"Reverse gravitational direction on ${applyto}",“在${applyto}上反转重力方向”,,dnd story text
GMStdFriction_Story_1,"Add ${friction} to friction",“将${Friction}添加到摩擦力”,,dnd story text
GMStdFriction_Story_2,"Add ${friction} to friction on ${applyto}",“将${Friction}添加到${applyto}上的摩擦力”,,dnd story text
GMStdFriction_Story_3,"Set friction to ${friction}",“将摩擦力设置为${Friction}”,,dnd story text
GMStdFriction_Story_4,"Set friction to ${friction} on ${applyto}",“在${applyto}上将摩擦力设置为${Friction}”,,dnd story text
GMStdJumpPoint_Story_1,"Jump to ${dnd_position}",“跳转到${DND_POSITION}”,,dnd story text
GMStdJumpPoint_Story_2,"Jump to ${dnd_position} on ${applyto}",“跳至${applyto}上的${DND_POSITION}”,,dnd story text
GMStdJumpStart_Story_1,"Jump to start",“跳转开始”,,dnd story text
GMStdJumpStart_Story_2,"Jump ${applyto} to start",“跳转${applyto}开始”,,dnd story text
GMStdSnapPos_Story_1,"Snap  to ${xsnap},${ysnap}",快照到${xsnap}、${ysnap},,dnd story text
GMStdSnapPos_Story_2,"Snap ${applyto} to ${xsnap},${ysnap} on ${applyto}",将${applyto}快照到${applyto}上的${xsnap}、${ysnap},,dnd story text
GMStdWrapRoom_Story_1,"Wrap around room",“环绕房间”,,dnd story text
GMStdWrapRoom_Story_2,"Wrap ${applyto} around room on ${applyto}",“环绕${applyto}上的空间${applyto}”,,dnd story text
GMStdIfAnyObjAt_Story_1,"If any instance is overlapping self at ${dnd_position}",“如果任何实例在${DND_POSITION}处与自身重叠”,,dnd story text
